customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
4849-PYRLQ,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",73.25,4054.2,No
3530-CRZSB,Female,0,No,No,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.65,155.9,No
2853-CWQFQ,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,"Mailed check",59.55,59.55,No
2533-TIBIX,Male,0,Yes,Yes,15,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",30.2,469.65,No
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.5,27.55,No
1153-GNOLC,Male,0,No,No,33,No,"No phone service",DSL,No,Yes,No,No,Yes,No,"One year",Yes,"Electronic check",39.1,1309,No
1776-SPBWV,Female,0,Yes,Yes,34,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer (automatic)",20.1,682.1,No
7872-RDDLZ,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",54.9,3725.5,No
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",50.05,50.05,No
7634-WSWDB,Female,0,No,Yes,8,No,"No phone service",DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",38.5,330.8,No
8628-MFKAX,Female,1,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",116.75,8277.05,No
8612-GXIDD,Male,0,Yes,Yes,12,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",25.4,313,No
2985-FMWYF,Female,0,No,No,23,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.5,2341.55,No
5266-PFRQK,Male,0,Yes,Yes,52,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.85,1071.6,No
5495-GPSRW,Male,0,No,No,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.7,419.4,No
2207-RYYRL,Male,0,Yes,Yes,52,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",24.55,1331.05,No
1699-UOTXU,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"Two year",No,"Electronic check",61.4,3638.25,No
9236-NDUCW,Female,0,No,No,21,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"Two year",No,"Mailed check",35.1,770.4,No
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",97.7,3410,No
1074-AMIOH,Female,0,Yes,Yes,53,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",108.25,5935.1,No
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",78.75,3682.45,No
9838-BFCQT,Male,0,Yes,Yes,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",26.1,1851.45,No
9415-ZNBSX,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",89,6293.2,No
3665-JATSN,Female,0,No,No,19,No,"No phone service",DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",39.7,710.05,No
7577-SWIFR,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.25,89.25,No
2041-JIJCI,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",64,370.25,No
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",112.6,8126.65,No
4310-KEDTB,Female,0,No,Yes,26,No,"No phone service",DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",29.8,786.5,No
7994-UYIVZ,Male,0,Yes,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",85.65,659.45,No
7550-WIQVA,Male,0,Yes,Yes,50,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",108.25,5431.4,No
9643-AVVWI,Female,0,Yes,Yes,3,Yes,No,"Fiber optic",No,Yes,No,Yes,No,No,Month-to-month,Yes,"Electronic check",80,241.3,No
5227-JSCFE,Male,1,Yes,No,71,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Credit card (automatic)",46.35,3353.4,No
5370-IIVVL,Male,0,No,No,37,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",104.5,3778,No
7136-IHZJA,Female,0,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Mailed check",71.35,2847.2,No
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",112.95,1882.55,No
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",102.6,4009.2,No
9174-IHETN,Female,0,No,Yes,50,Yes,No,"Fiber optic",No,No,No,No,No,No,"Two year",No,"Credit card (automatic)",70.35,3533.6,No
2716-GFZOR,Male,0,Yes,No,43,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",86.1,3551.65,No
4277-BWBML,Male,0,Yes,Yes,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.95,1322.85,No
6654-QGBZZ,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.9,19.9,No
6872-HXFNF,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,"One year",No,"Bank transfer (automatic)",58.35,3756.45,No
3429-IFLEM,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",No,"Credit card (automatic)",77.35,5550.1,No
8676-OOQEJ,Male,0,No,No,4,No,"No phone service",DSL,No,No,No,Yes,No,No,Month-to-month,No,"Electronic check",30.5,118.4,No
8917-FAEMR,Female,0,No,No,37,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.85,784.25,No
2176-LVPNX,Female,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Mailed check",89.85,6293.45,No
6734-GMPVK,Male,0,No,No,5,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",105.3,550.6,No
2696-ECXKC,Female,0,Yes,Yes,55,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,"One year",No,"Mailed check",100.9,5448.6,No
2999-AANRQ,Female,0,No,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,"Two year",No,"Credit card (automatic)",71.05,1524.85,No
5451-MHQOF,Male,0,Yes,Yes,56,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",24.45,1431.65,No
5504-WSIUR,Female,0,No,No,70,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",90.25,6385.95,No
6308-CQRBU,Female,0,Yes,No,71,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",109.25,7707.7,No
2242-MFOTG,Male,0,No,No,33,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,"One year",No,"Bank transfer (automatic)",80.1,2603.3,No
5780-INQIK,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Electronic check",49.4,408.25,No
8434-VGEQQ,Male,0,Yes,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.55,1305.95,No
4570-QHXHL,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",43.75,405.7,No
5419-JKZNQ,Male,1,Yes,No,30,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",77.9,2351.45,No
4657-FWVFY,Female,0,Yes,Yes,40,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",96.35,3915.4,No
4927-WWOOZ,Male,0,Yes,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",91.45,171.45,No
9617-UDPEU,Female,0,No,No,22,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",19.25,412.55,No
0020-JDNXP,Female,0,Yes,Yes,34,No,"No phone service",DSL,Yes,No,Yes,Yes,Yes,Yes,"One year",No,"Mailed check",61.25,1993.2,No
8383-SGHJU,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,"One year",No,"Electronic check",59.4,1952.8,No
8430-TWCBX,Female,0,Yes,No,49,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",20.7,1032.05,No
2320-SLKMB,Female,0,No,No,26,No,"No phone service",DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",44.45,1183.8,No
4377-VDHYI,Male,0,Yes,Yes,32,Yes,No,"Fiber optic",Yes,Yes,No,No,No,Yes,"One year",Yes,"Electronic check",90.8,3023.85,No
8234-GSZYK,Male,0,No,No,43,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",26.45,1110.05,No
0187-QSXOE,Male,1,Yes,No,7,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89,605.45,No
4195-PNGZS,Male,0,Yes,Yes,69,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.45,1718.2,No
3580-HYCSP,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",110.3,7966.9,No
7605-SNLQG,Female,0,Yes,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",50.25,2221.55,No
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",78.75,3682.45,No
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",64.15,4254.1,No
9173-IVZVP,Female,0,Yes,Yes,53,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.9,1146.05,No
4854-CIDCF,Female,1,No,No,3,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",73.85,196.4,No
0909-SELIE,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",80.8,4860.85,No
4061-UKJWL,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.45,141.7,No
2320-SLKMB,Female,0,No,No,26,No,"No phone service",DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",44.45,1183.8,No
3190-FZATL,Male,0,No,Yes,14,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.95,268.4,No
9214-EKVXR,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",44,44,No
2068-WWXQZ,Male,0,No,No,46,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20.05,902,No
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,"One year",Yes,"Credit card (automatic)",94.9,4422.95,No
0847-HGRML,Male,0,No,Yes,62,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",20,1250.1,No
6479-OAUSD,Male,0,No,No,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.9,510.8,No
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.25,1103.25,No
5854-KSRBJ,Male,0,Yes,Yes,70,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",25.4,1782.05,No
8805-JNRAZ,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,"Mailed check",49.2,103.7,No
9547-ITEFG,Male,0,Yes,Yes,9,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",102.6,897.75,No
0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.25,1278.8,No
4700-UBQMV,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",75.9,1549.75,No
1686-STUHN,Male,0,No,No,42,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",19.8,849.9,No
0052-YNYOT,Female,0,No,No,67,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",20.55,1343.4,No
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Electronic check",75.7,554.05,No
6341-AEVKX,Female,0,Yes,No,62,Yes,No,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",104.3,6613.65,No
9693-XMUOB,Male,1,Yes,No,59,No,"No phone service",DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",50.25,2997.45,No
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",78.95,5730.15,No
9972-NKTFD,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",54.65,1517.5,No
0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.4,3474.2,No
8626-PTQGE,Male,0,No,No,69,No,"No phone service",DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",60.05,4176.7,No
3597-MVHJT,Female,0,No,No,27,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",95.6,2595.25,No
6579-JPICP,Male,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.4,20.4,No
3639-XJHKQ,Female,0,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Electronic check",60.6,1297.8,No
8285-ABVLB,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.85,1328.35,No
5816-JMLGY,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",80.4,5717.85,No
6725-TPKJO,Male,0,No,No,44,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.05,845.25,No
3583-KRKMD,Male,0,No,No,18,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.9,1373.05,No
7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,"One year",No,"Credit card (automatic)",56.1,2386.85,No
2789-CZANW,Female,0,Yes,Yes,64,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",110.3,6997.3,No
9853-JFZDU,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Electronic check",56.85,1861.1,No
7409-JURKQ,Female,0,Yes,No,53,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",111.8,5809.75,No
1049-FYSYG,Female,0,Yes,No,17,No,"No phone service",DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",35.65,646.05,No
4622-YNKIJ,Male,0,No,No,33,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,No,"Two year",Yes,"Electronic check",88.95,3027.65,No
9509-MPYOD,Female,0,No,No,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.75,700.45,No
7483-IQWIB,Male,0,Yes,Yes,37,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",92.95,3415.25,No
0895-LNKRC,Male,0,Yes,Yes,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.45,113.5,No
4718-DHSMV,Female,0,No,No,11,No,"No phone service",DSL,No,No,No,No,Yes,No,Month-to-month,Yes,"Mailed check",35.8,363.15,No
8059-UDZFY,Female,1,No,Yes,33,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",105.35,3465.05,No
2866-IKBTM,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.55,19.55,No
7996-MHXLW,Female,0,No,No,66,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.15,1683.6,No
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.5,4707.1,No
0670-KDOMA,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.25,20.25,No
2229-VWQJH,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",49.3,1233.25,No
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.6,233.9,No
2323-ARSVR,Male,0,Yes,No,67,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",111.05,7321.05,No
3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",25.45,1813.35,No
4803-LBYPN,Male,0,Yes,Yes,34,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.8,635.9,No
8434-VGEQQ,Male,0,Yes,Yes,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.55,1305.95,No
5897-ZYEKH,Female,1,Yes,No,67,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,Yes,"One year",Yes,"Electronic check",105.6,7112.15,No
3831-YCPUO,Female,0,Yes,Yes,72,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",109.5,7854.9,No
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",19.95,927.1,No
7278-CKDNC,Male,1,No,No,24,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",80.5,2088.45,No
1746-TGTWV,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Credit card (automatic)",75.35,75.35,No
6435-SRWBJ,Female,0,No,No,5,Yes,Yes,"Fiber optic",No,No,Yes,Yes,No,No,Month-to-month,Yes,"Electronic check",82.75,417.75,No
1552-TKMXS,Female,0,Yes,No,42,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20.35,869.9,No
1166-PQLGG,Female,0,Yes,Yes,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.55,1463.45,No
8681-ICONS,Male,0,Yes,Yes,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.65,654.85,No
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,"One year",Yes,"Bank transfer (automatic)",86.2,3339.05,No
6248-TKCQV,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",80.6,5460.2,No
6475-VHUIZ,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,"Electronic check",54.25,1221.55,No
6143-JQKEA,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",45.8,436.2,No
